Cas9_ISce1_donor_SIKI_1_6,ep300a/bc1006--bc1025.fastq.gz
Cas9_no_donor_SIKI_3_5,ep300a/bc1005--bc1027.fastq.gz
Cas9_no_donor_SIKI_2_5,ep300a/bc1005--bc1026.fastq.gz
Cas9_no_donor_SIKI_1_5,ep300a/bc1005--bc1025.fastq.gz
LbCas12a_mod_donor_SIKI_3_4,ep300a/bc1004--bc1027.fastq.gz
LbCas12a_mod_donor_SIKI_2_4,ep300a/bc1004--bc1026.fastq.gz
LbCas12a_mod_donor_SIKI_1_4,ep300a/bc1004--bc1025.fastq.gz
LbCas12a_unigRNA_donor_SIKI_3_3,ep300a/bc1003--bc1027.fastq.gz
LbCas12a_unigRNA_donor_SIKI_2_3,ep300a/bc1003--bc1026.fastq.gz
LbCas12a_unigRNA_donor_SIKI_1_3,ep300a/bc1003--bc1025.fastq.gz
LbCas12a_ISce1_donor_SIKI_3_2,ep300a/bc1002--bc1027.fastq.gz
LbCas12a_ISce1_donor_SIKI_2_2,ep300a/bc1002--bc1026.fastq.gz
LbCas12a_ISce1_donor_SIKI_1_2,ep300a/bc1002--bc1025.fastq.gz
LbCas12a_no_donor_SIKI_3_1,ep300a/bc1001--bc1027.fastq.gz
LbCas12a_no_donor_SIKI_2_1,ep300a/bc1001--bc1026.fastq.gz
LbCas12a_no_donor_SIKI_1_1,ep300a/bc1001--bc1025.fastq.gz
uninjected_SIKI_7_9,ep300b_siki567/bc1009--bc1030.fastq.gz
uninjected_SIKI_6_9,ep300b_siki567/bc1009--bc1029.fastq.gz
uninjected_SIKI_5_9,ep300b_siki567/bc1009--bc1028.fastq.gz
Cas9_mod_donor_SIKI_7_8,ep300b_siki567/bc1008--bc1030.fastq.gz
Cas9_mod_donor_SIKI_6_8,ep300b_siki567/bc1008--bc1029.fastq.gz
Cas9_mod_donor_SIKI_5_8,ep300b_siki567/bc1008--bc1028.fastq.gz
Cas9_unigRNA_donor_SIKI_7_7,ep300b_siki567/bc1007--bc1030.fastq.gz
Cas9_unigRNA_donor_SIKI_6_7,ep300b_siki567/bc1007--bc1029.fastq.gz
Cas9_unigRNA_donor_SIKI_5_7,ep300b_siki567/bc1007--bc1028.fastq.gz
Cas9_ISce1_donor_SIKI_7_6,ep300b_siki567/bc1006--bc1030.fastq.gz
Cas9_ISce1_donor_SIKI_6_6,ep300b_siki567/bc1006--bc1029.fastq.gz
Cas9_ISce1_donor_SIKI_5_6,ep300b_siki567/bc1006--bc1028.fastq.gz
Cas9_no_donor_SIKI_7_5,ep300b_siki567/bc1005--bc1030.fastq.gz
Cas9_no_donor_SIKI_6_5,ep300b_siki567/bc1005--bc1029.fastq.gz
Cas9_no_donor_SIKI_5_5,ep300b_siki567/bc1005--bc1028.fastq.gz
LbCas12a_mod_donor_SIKI_7_4,ep300b_siki567/bc1004--bc1030.fastq.gz
LbCas12a_mod_donor_SIKI_6_4,ep300b_siki567/bc1004--bc1029.fastq.gz
LbCas12a_mod_donor_SIKI_5_4,ep300b_siki567/bc1004--bc1028.fastq.gz
LbCas12a_unigRNA_donor_SIKI_7_3,ep300b_siki567/bc1003--bc1030.fastq.gz
LbCas12a_unigRNA_donor_SIKI_6_3,ep300b_siki567/bc1003--bc1029.fastq.gz
LbCas12a_unigRNA_donor_SIKI_5_3,ep300b_siki567/bc1003--bc1028.fastq.gz
LbCas12a_ISce1_donor_SIKI_7_2,ep300b_siki567/bc1002--bc1030.fastq.gz
LbCas12a_ISce1_donor_SIKI_6_2,ep300b_siki567/bc1002--bc1029.fastq.gz
LbCas12a_ISce1_donor_SIKI_5_2,ep300b_siki567/bc1002--bc1028.fastq.gz
LbCas12a_no_donor_SIKI_7_1,ep300b_siki567/bc1001--bc1030.fastq.gz
LbCas12a_no_donor_SIKI_6_1,ep300b_siki567/bc1001--bc1029.fastq.gz
LbCas12a_no_donor_SIKI_5_1,ep300b_siki567/bc1001--bc1028.fastq.gz
